variant,record_type,component,entry_date,exit_date,entry_price,exit_price,return_pct,max_drawdown_pct,accumulated,buy_trigger,sell_reason,entry_signal_date,signal_date,tqqq_boosted,component_return_pct,allocation_at_entry,portfolio_contribution_pct,cluster,component_events
10%,component_exit,breadth,2005-03-31,2007-07-27,,,,,,,bearish-divergence,,2007-07-26,,33.37507211380073,0.7531105402087683,25.135118589131064,,
10%,component_exit,breadth,2008-01-23,2008-09-30,,,,,,,trailing-stop,,2008-09-29,,-15.391831503188868,0.768271679859413,-11.825108245067947,,
10%,component_exit,breadth,2008-10-17,2008-11-05,,,,,,,climax-top,,2008-11-04,,5.883208546917329,0.7541345843628179,4.436731032249278,,
10%,component_exit,breadth,2008-11-24,2009-01-14,,,,,,,climax-top,,2009-01-13,,7.535777581118275,0.7645795562470633,5.761701478947979,,
10%,component_exit,breadth,2009-02-02,2009-02-18,,,,,,,climax-top,,2009-02-17,,2.4576300857486855,0.7774048256969491,1.910573488439035,,
10%,component_exit,breadth,2009-03-09,2011-09-19,,,,,,,bearish-divergence,,2011-09-16,,181.85305408975802,0.7815779396744317,142.13233533897605,,
10%,component_exit,breadth,2011-10-06,2014-08-08,,,,,,,bearish-divergence,,2014-08-07,,120.9011666494269,0.8869194867002714,107.22960066617368,,
10%,component_exit,breadth,2015-08-25,2018-03-23,,,,,,,bearish-divergence,,2018-03-22,,85.20163920942854,0.9266833635944319,78.95494160635248,,
10%,component_exit,breadth,2018-10-15,2020-02-26,,,,,,,bearish-divergence,,2020-02-25,,24.472554044483164,0.9423415412121172,23.061504295675096,,
10%,component_exit,breadth,2020-03-16,2021-12-01,,,,,,,bearish-divergence,,2021-11-30,,205.71070394161578,0.9525322288652743,195.94607532695184,,
10%,component_exit,breadth,2022-06-14,2022-11-14,,,,,,,climax-top,,2022-11-11,,1.5911682825176188,0.9745388784421634,1.5506553534574634,,
10%,component_exit,breadth,2023-01-27,2023-05-02,,,,,,,bearish-divergence,,2023-05-01,,10.099919274757418,0.9749276639631556,9.846690704755698,,
10%,component_exit,breadth,2023-10-30,2024-12-19,,,,,,,bearish-divergence,,2024-12-18,,66.25062622796011,0.9754256701717224,64.62256148770429,,
10%,component_exit,ma200,2003-01-10,2003-01-21,,,,,,,NDX-below-MA200,,2003-01-17,,-3.6454205878775015,0.22795710391693888,-0.83099951977174,,
10%,component_exit,ma200,2003-03-14,2004-03-24,,,,,,,NDX-below-MA200,,2004-03-23,,32.68495532303346,0.22668281343159016,7.409117629511054,,
10%,component_exit,ma200,2004-03-26,2004-05-03,,,,,,,NDX-below-MA200,,2004-04-30,,-0.9501274726991804,0.2672078873583162,-0.25388155470104423,,
10%,component_exit,ma200,2004-05-05,2004-05-10,,,,,,,NDX-below-MA200,,2004-05-07,,-2.2205519260654727,0.2658564005169847,-0.5903479422248241,,
10%,component_exit,ma200,2004-05-12,2004-05-18,,,,,,,NDX-below-MA200,,2004-05-14,,-1.374868135177576,0.261526539679855,-0.35956450590908656,,
10%,component_exit,ma200,2004-05-26,2004-07-09,,,,,,,NDX-below-MA200,,2004-07-08,,-0.20295828509936387,0.25542278693434195,-0.051840170811494245,,
10%,component_exit,ma200,2004-10-04,2004-10-11,,,,,,,NDX-below-MA200,,2004-10-08,,-2.0439358826211063,0.25208367403001053,-0.5152428667729008,,
10%,component_exit,ma200,2004-10-19,2004-10-25,,,,,,,NDX-below-MA200,,2004-10-22,,-2.0214444351468797,0.24821013035353584,-0.5017429867502367,,
10%,component_exit,ma200,2004-10-27,2005-03-23,,,,,,,NDX-below-MA200,,2005-03-22,,1.342066897287686,0.24441905595758176,0.328026724066977,,
10%,component_exit,ma200,2005-03-31,2005-04-04,,,,,,,NDX-below-MA200,,2005-04-01,,-1.4985715574630465,0.2468894597912317,-0.36998152228055625,,
10%,component_exit,ma200,2005-04-06,2005-04-12,,,,,,,NDX-below-MA200,,2005-04-11,,-0.8379836344460267,0.24500163259060523,-0.20530735852348547,,
10%,component_exit,ma200,2005-05-18,2005-06-27,,,,,,,NDX-below-MA200,,2005-06-24,,0.1274578123471093,0.24265774722680572,0.030928625610606483,,
10%,component_exit,ma200,2005-07-11,2005-10-13,,,,,,,NDX-below-MA200,,2005-10-12,,-1.2683005834433936,0.23768345173603297,-0.3014540605116503,,
10%,component_exit,ma200,2005-10-17,2006-05-15,,,,,,,NDX-below-MA200,,2006-05-12,,5.316509401473257,0.23409200972855868,1.2445523705316515,,
10%,component_exit,ma200,2006-09-18,2006-09-20,,,,,,,NDX-below-MA200,,2006-09-19,,0.12269289182063048,0.23342720921278323,0.028639859327935693,,
10%,component_exit,ma200,2006-09-22,2008-01-07,,,,,,,NDX-below-MA200,,2008-01-04,,20.522595103827367,0.23338045830248477,4.789572650887561,,
10%,component_exit,ma200,2008-05-02,2008-05-08,,,,,,,NDX-below-MA200,,2008-05-07,,-1.9268577918750807,0.20286476097263076,-0.39089154537698934,,
10%,component_exit,ma200,2008-05-12,2008-05-22,,,,,,,NDX-below-MA200,,2008-05-21,,-0.4985975131947873,0.20199879841483387,-0.10071609855797131,,
10%,component_exit,ma200,2008-05-27,2008-06-12,,,,,,,NDX-below-MA200,,2008-06-11,,-1.3321961812112315,0.20147601742532648,-0.2684055810196675,,
10%,component_exit,ma200,2008-06-16,2008-06-19,,,,,,,NDX-below-MA200,,2008-06-18,,-0.47464744885405974,0.19887092846029403,-0.09439357884491678,,
10%,component_exit,ma200,2008-08-11,2008-08-20,,,,,,,NDX-below-MA200,,2008-08-19,,-0.14827273223189108,0.2034484320031542,-0.030165854881401784,,
10%,component_exit,ma200,2008-08-25,2008-08-27,,,,,,,NDX-below-MA200,,2008-08-26,,-1.7809726607201148,0.20271649782534906,-0.3610325405038753,,
10%,component_exit,ma200,2008-08-29,2008-09-03,,,,,,,NDX-below-MA200,,2008-09-02,,-2.6901279816624935,0.20167077138835007,-0.5425201851952604,,
10%,component_exit,ma200,2009-05-01,2009-05-14,,,,,,,NDX-below-MA200,,2009-05-13,,-3.5757279176648726,0.16324464973052927,-0.583718451450877,,
10%,component_exit,ma200,2009-05-19,2010-05-21,,,,,,,NDX-below-MA200,,2010-05-20,,27.57698618261193,0.15884898292101024,4.3805762071346575,,
10%,component_exit,ma200,2010-05-25,2010-05-27,,,,,,,NDX-below-MA200,,2010-05-26,,3.7166215928623236,0.14328270132166407,0.5325275816157397,,
10%,component_exit,ma200,2010-06-01,2010-06-08,,,,,,,NDX-below-MA200,,2010-06-07,,-2.699774217523443,0.14421684930836842,-0.3893529314951966,,
10%,component_exit,ma200,2010-06-11,2010-06-29,,,,,,,NDX-below-MA200,,2010-06-28,,-0.6192594100502546,0.14355289827566617,-0.08889648309719325,,
10%,component_exit,ma200,2010-07-14,2010-07-19,,,,,,,NDX-below-MA200,,2010-07-16,,-2.298759497778047,0.1418537906572738,-0.3260877485692269,,
10%,component_exit,ma200,2010-07-23,2010-08-12,,,,,,,NDX-below-MA200,,2010-08-11,,-2.470462919903038,0.13758829719941026,-0.33990678644374206,,
10%,component_exit,ma200,2010-09-07,2011-06-16,,,,,,,NDX-below-MA200,,2011-06-15,,18.454960343353456,0.13401717831250573,2.473281711085422,,
10%,component_exit,ma200,2011-06-22,2011-06-27,,,,,,,NDX-below-MA200,,2011-06-24,,-1.274904930191889,0.12053630255312524,-0.15367232639208056,,
10%,component_exit,ma200,2011-06-29,2011-08-05,,,,,,,NDX-below-MA200,,2011-08-04,,-2.8840613265408543,0.11661870605624532,-0.33633550008805285,,
10%,component_exit,ma200,2011-09-19,2011-09-22,,,,,,,NDX-below-MA200,,2011-09-21,,-3.6899959138990246,0.11478528523023113,-0.4235572334752869,,
10%,component_exit,ma200,2011-10-12,2011-11-18,,,,,,,NDX-below-MA200,,2011-11-17,,-1.9979007486779832,0.10678918544673942,-0.21335419355475266,,
10%,component_exit,ma200,2011-12-01,2011-12-09,,,,,,,NDX-below-MA200,,2011-12-08,,-0.4444398778297609,0.10532608772103118,-0.046811113559021775,,
10%,component_exit,ma200,2011-12-13,2011-12-15,,,,,,,NDX-below-MA200,,2011-12-14,,-2.5262247375372637,0.10503234536170653,-0.2653353090943003,,
10%,component_exit,ma200,2011-12-27,2011-12-29,,,,,,,NDX-below-MA200,,2011-12-28,,-0.6537987871035433,0.10299520971899417,-0.06733814319175346,,
10%,component_exit,ma200,2012-01-04,2012-11-01,,,,,,,NDX-below-MA200,,2012-10-31,,14.713135901635432,0.10066266230090087,1.4810634306535881,,
10%,component_exit,ma200,2012-11-06,2012-11-08,,,,,,,NDX-below-MA200,,2012-11-07,,-2.2222498244465094,0.09671204460854821,-0.21491832415320924,,
10%,component_exit,ma200,2012-11-30,2012-12-05,,,,,,,NDX-below-MA200,,2012-12-04,,-0.8770967344434388,0.09447795880288853,-0.08286630914289528,,
10%,component_exit,ma200,2012-12-12,2012-12-14,,,,,,,NDX-below-MA200,,2012-12-13,,-2.3052599494857606,0.09365343648897788,-0.21589551626974904,,
10%,component_exit,ma200,2012-12-19,2012-12-24,,,,,,,NDX-below-MA200,,2012-12-21,,-2.0163852290994932,0.09071672875647945,-0.1829198718967904,,
10%,component_exit,ma200,2013-01-03,2014-10-17,,,,,,,NDX-below-MA200,,2014-10-16,,38.96628002422744,0.08745769421355762,3.4079010029987415,,
10%,component_exit,ma200,2014-10-21,2015-08-24,,,,,,,NDX-below-MA200,,2015-08-21,,-1.9010467977238044,0.07463139412280717,-0.14187777280682573,,
10%,component_exit,ma200,2015-10-16,2016-01-07,,,,,,,NDX-below-MA200,,2016-01-06,,-1.7283702790052868,0.06898387049788696,-0.11922967149929746,,
10%,component_exit,ma200,2016-03-22,2016-03-24,,,,,,,NDX-below-MA200,,2016-03-23,,-0.6560287172522106,0.06817489436246015,-0.04472468849740969,,
10%,component_exit,ma200,2016-03-30,2016-04-28,,,,,,,NDX-below-MA200,,2016-04-27,,-1.8088907984898595,0.06700952312652653,-0.12121290979476727,,
10%,component_exit,ma200,2016-05-25,2016-06-16,,,,,,,NDX-below-MA200,,2016-06-15,,-1.7280230445536948,0.06634899025474635,-0.11465258414307021,,
10%,component_exit,ma200,2016-06-22,2016-06-27,,,,,,,NDX-below-MA200,,2016-06-24,,-3.8800454278431262,0.06584307018935685,-0.25547410344336813,,
10%,component_exit,ma200,2016-07-01,2016-07-06,,,,,,,NDX-below-MA200,,2016-07-05,,-0.6597606234304276,0.06347629520946801,-0.041879160100452485,,
10%,component_exit,ma200,2016-07-08,2018-10-12,,,,,,,NDX-below-MA200,,2018-10-11,,59.22749398182094,0.06236543092665268,3.6937481848819913,,
10%,component_exit,ma200,2018-10-16,2018-10-25,,,,,,,NDX-below-MA200,,2018-10-24,,-3.6221210983720886,0.05817944596609206,-0.21073299872538095,,
10%,component_exit,ma200,2018-11-02,2018-11-06,,,,,,,NDX-below-MA200,,2018-11-05,,-1.583925441465539,0.056186776931589445,-0.08899566545589357,,
10%,component_exit,ma200,2018-11-08,2018-11-12,,,,,,,NDX-below-MA200,,2018-11-09,,-2.7074049558009405,0.05437274455875266,-0.1472090380788656,,
10%,component_exit,ma200,2019-02-19,2019-02-22,,,,,,,NDX-below-MA200,,2019-02-21,,0.18858446401210927,0.054029601267361754,0.010189143395793396,,
10%,component_exit,ma200,2019-02-26,2019-03-08,,,,,,,NDX-below-MA200,,2019-03-07,,-2.345605738385359,0.05369227311480614,-0.12594090392504323,,
10%,component_exit,ma200,2019-03-12,2019-06-03,,,,,,,NDX-below-MA200,,2019-05-31,,-1.0390760429495938,0.052161480550274746,-0.05419974480457168,,
10%,component_exit,ma200,2019-06-05,2020-03-10,,,,,,,NDX-below-MA200,,2020-03-09,,13.459562901163746,0.051628817784064335,0.6949013204773353,,
10%,component_exit,ma200,2020-04-09,2022-01-21,,,,,,,NDX-below-MA200,,2022-01-20,,77.58494168590973,0.042186883693179425,3.2730669112455817,,
10%,component_exit,ma200,2022-02-03,2022-02-07,,,,,,,NDX-below-MA200,,2022-02-04,,0.042537013503873844,0.02813334263151042,0.0011967083754256683,,
10%,component_exit,ma200,2022-02-10,2022-02-14,,,,,,,NDX-below-MA200,,2022-02-11,,-3.74454130275228,0.0281449729020167,-0.10539001349644524,,
10%,component_exit,ma200,2022-03-30,2022-04-01,,,,,,,NDX-below-MA200,,2022-03-31,,-2.02172225085796,0.027119654174246673,-0.05482840827964746,,
10%,component_exit,ma200,2022-04-05,2022-04-07,,,,,,,NDX-below-MA200,,2022-04-06,,-4.341439283587112,0.026585946742875392,-0.11542127358087406,,
10%,component_exit,ma200,2023-01-27,2023-01-31,,,,,,,NDX-below-MA200,,2023-01-30,,-0.813570521727558,0.02507233603684451,-0.02039811351042424,,
10%,component_exit,ma200,2023-02-02,2023-03-13,,,,,,,NDX-below-MA200,,2023-03-10,,-7.240739648957062,0.02418459253065434,-0.17511433803057969,,
10%,component_exit,ma200,2023-03-15,2025-03-07,,,,,,,NDX-below-MA200,,2025-03-06,,65.46459873202184,0.022766780956277426,1.4904181797225382,,
10%,component_exit,ma200,2025-05-13,2026-03-23,,,,,,,NDX-below-MA200,,2026-03-20,,15.964951202912637,0.015919690077672206,0.2541570752555293,,
10%,21_session_cluster,,2002-07-24,2002-08-15,,,9.489637604830829,,,breadth,climax-top,,,,,,,1.0,1.0
10%,21_session_cluster,,2002-10-10,2002-11-12,,,20.197408871725166,,,breadth,climax-top,,,,,,,2.0,1.0
10%,21_session_cluster,,2003-01-10,2003-01-21,,,-0.83099951977174,,,ma200,NDX-below-MA200,,,,,,,3.0,1.0
10%,21_session_cluster,,2003-01-10,2003-03-18,,,1.0311191579433385,,,breadth,climax-top,,,,,,,4.0,1.0
10%,21_session_cluster,,2003-03-14,2004-03-24,,,7.409117629511054,,,ma200,NDX-below-MA200,,,,,,,5.0,1.0
10%,21_session_cluster,,2004-03-25,2004-07-09,,,2.6466210529122844,,,breadth+ma200,NDX-below-MA200+bearish-divergence,,,,,,,6.0,5.0
10%,21_session_cluster,,2004-10-04,2004-10-25,,,-1.0169858535231375,,,ma200,NDX-below-MA200,,,,,,,7.0,2.0
10%,21_session_cluster,,2004-10-27,2005-04-12,,,-0.2472621567370647,,,ma200,NDX-below-MA200,,,,,,,8.0,3.0
10%,21_session_cluster,,2005-05-18,2005-06-27,,,0.030928625610606483,,,ma200,NDX-below-MA200,,,,,,,9.0,1.0
10%,21_session_cluster,,2005-07-11,2005-10-13,,,-0.3014540605116503,,,ma200,NDX-below-MA200,,,,,,,10.0,1.0
10%,21_session_cluster,,2005-10-17,2006-05-15,,,1.2445523705316515,,,ma200,NDX-below-MA200,,,,,,,11.0,1.0
10%,21_session_cluster,,2006-09-18,2006-09-20,,,0.028639859327935693,,,ma200,NDX-below-MA200,,,,,,,12.0,1.0
10%,21_session_cluster,,2005-03-31,2007-07-27,,,25.135118589131064,,,breadth,bearish-divergence,,,,,,,13.0,1.0
10%,21_session_cluster,,2006-09-22,2008-01-07,,,4.789572650887561,,,ma200,NDX-below-MA200,,,,,,,14.0,1.0
10%,21_session_cluster,,2008-05-02,2008-06-19,,,-0.8544068037995449,,,ma200,NDX-below-MA200,,,,,,,15.0,4.0
10%,21_session_cluster,,2008-01-23,2008-09-30,,,-12.758826825648484,,,breadth+ma200,NDX-below-MA200+trailing-stop,,,,,,,16.0,4.0
10%,21_session_cluster,,2008-10-17,2008-11-05,,,4.436731032249278,,,breadth,climax-top,,,,,,,17.0,1.0
10%,21_session_cluster,,2008-11-24,2009-01-14,,,5.761701478947979,,,breadth,climax-top,,,,,,,18.0,1.0
10%,21_session_cluster,,2009-02-02,2009-02-18,,,1.910573488439035,,,breadth,climax-top,,,,,,,19.0,1.0
10%,21_session_cluster,,2009-05-01,2009-05-14,,,-0.583718451450877,,,ma200,NDX-below-MA200,,,,,,,20.0,1.0
10%,21_session_cluster,,2009-05-19,2010-08-12,,,3.7688598391450383,,,ma200,NDX-below-MA200,,,,,,,21.0,6.0
10%,21_session_cluster,,2010-09-07,2011-06-27,,,2.3196093846933414,,,ma200,NDX-below-MA200,,,,,,,22.0,2.0
10%,21_session_cluster,,2011-06-29,2011-08-05,,,-0.33633550008805285,,,ma200,NDX-below-MA200,,,,,,,23.0,1.0
10%,21_session_cluster,,2009-03-09,2011-09-22,,,141.70877810550076,,,breadth+ma200,NDX-below-MA200+bearish-divergence,,,,,,,24.0,2.0
10%,21_session_cluster,,2011-10-12,2011-12-29,,,-0.5928387593998282,,,ma200,NDX-below-MA200,,,,,,,25.0,4.0
10%,21_session_cluster,,2012-01-04,2012-12-24,,,0.7844634091909441,,,ma200,NDX-below-MA200,,,,,,,26.0,5.0
10%,21_session_cluster,,2011-10-06,2014-08-08,,,107.22960066617368,,,breadth,bearish-divergence,,,,,,,27.0,1.0
10%,21_session_cluster,,2013-01-03,2014-10-17,,,3.4079010029987415,,,ma200,NDX-below-MA200,,,,,,,28.0,1.0
10%,21_session_cluster,,2014-10-21,2015-08-24,,,-0.14187777280682573,,,ma200,NDX-below-MA200,,,,,,,29.0,1.0
10%,21_session_cluster,,2015-10-16,2016-01-07,,,-0.11922967149929746,,,ma200,NDX-below-MA200,,,,,,,30.0,1.0
10%,21_session_cluster,,2016-03-22,2016-03-24,,,-0.04472468849740969,,,ma200,NDX-below-MA200,,,,,,,31.0,1.0
10%,21_session_cluster,,2016-03-30,2016-04-28,,,-0.12121290979476727,,,ma200,NDX-below-MA200,,,,,,,32.0,1.0
10%,21_session_cluster,,2016-05-25,2016-07-06,,,-0.4120058476868908,,,ma200,NDX-below-MA200,,,,,,,33.0,3.0
10%,21_session_cluster,,2015-08-25,2018-03-23,,,78.95494160635248,,,breadth,bearish-divergence,,,,,,,34.0,1.0
10%,21_session_cluster,,2016-07-08,2018-11-12,,,3.2468104826218513,,,ma200,NDX-below-MA200,,,,,,,35.0,4.0
10%,21_session_cluster,,2019-02-19,2019-03-08,,,-0.11575176052924983,,,ma200,NDX-below-MA200,,,,,,,36.0,2.0
10%,21_session_cluster,,2019-03-12,2019-06-03,,,-0.05419974480457168,,,ma200,NDX-below-MA200,,,,,,,37.0,1.0
10%,21_session_cluster,,2018-10-15,2020-03-10,,,23.75640561615243,,,breadth+ma200,NDX-below-MA200+bearish-divergence,,,,,,,38.0,2.0
10%,21_session_cluster,,2020-03-16,2021-12-01,,,195.94607532695184,,,breadth,bearish-divergence,,,,,,,39.0,1.0
10%,21_session_cluster,,2020-04-09,2022-02-14,,,3.168873606124562,,,ma200,NDX-below-MA200,,,,,,,40.0,3.0
10%,21_session_cluster,,2022-03-30,2022-04-07,,,-0.17024968186052153,,,ma200,NDX-below-MA200,,,,,,,41.0,2.0
10%,21_session_cluster,,2022-06-14,2022-11-14,,,1.5506553534574634,,,breadth,climax-top,,,,,,,42.0,1.0
10%,21_session_cluster,,2023-01-27,2023-01-31,,,-0.02039811351042424,,,ma200,NDX-below-MA200,,,,,,,43.0,1.0
10%,21_session_cluster,,2023-02-02,2023-03-13,,,-0.17511433803057969,,,ma200,NDX-below-MA200,,,,,,,44.0,1.0
10%,21_session_cluster,,2023-01-27,2023-05-02,,,9.846690704755698,,,breadth,bearish-divergence,,,,,,,45.0,1.0
10%,21_session_cluster,,2023-10-30,2024-12-19,,,64.62256148770429,,,breadth,bearish-divergence,,,,,,,46.0,1.0
10%,21_session_cluster,,2023-03-15,2025-03-07,,,1.4904181797225382,,,ma200,NDX-below-MA200,,,,,,,47.0,1.0
10%,21_session_cluster,,2025-05-13,2026-03-23,,,0.2541570752555293,,,ma200,NDX-below-MA200,,,,,,,48.0,1.0
15%,component_trade,breadth,2002-07-24,2002-08-15,875.48,975.09,14.731900449454226,-4.092227900478407,8031.233031461797,VIX+MA200,climax-top,2002-07-23,2002-08-14,True,,,,,
15%,component_trade,breadth,2002-10-10,2002-11-12,809.46,982.45,31.13366534899409,6.92652769085591,10531.650246874986,VIX+MA200,climax-top,2002-10-09,2002-11-11,True,,,,,
15%,component_trade,breadth,2003-01-10,2003-03-18,1059.86,1075.3,1.3362710144739331,-10.284539339513344,10672.381636469749,MA200-recross,climax-top,2003-01-09,2003-03-17,False,,,,,
15%,component_trade,breadth,2004-03-25,2004-06-14,1394.2,1470.62,5.356607345868514,0.044014618921250914,11244.05921518801,MA200-recross,bearish-divergence,2004-03-24,2004-06-10,False,,,,,
15%,component_trade,breadth,2005-03-31,2007-07-27,1489.44,1988.85,33.37583091838563,-5.647836856453958,14996.857407212317,MA200-recross,bearish-divergence,2005-03-30,2007-07-26,False,,,,,
15%,component_trade,breadth,2008-01-23,2008-09-30,1725.46,1540.51,-17.66972279376683,-20.676641551180364,12346.954275581413,VIX,trailing-stop,2008-01-22,2008-09-29,True,,,,,
15%,component_trade,breadth,2008-10-17,2008-11-05,1291.58,1359.82,6.252753337109973,-13.357367752916648,13118.978871079273,VIX,climax-top,2008-10-16,2008-11-04,True,,,,,
15%,component_trade,breadth,2008-11-24,2009-01-14,1106.02,1183.79,7.857746991037962,-2.8209124359123927,14149.835038576412,VIX,climax-top,2008-11-21,2009-01-13,True,,,,,
15%,component_trade,breadth,2009-02-02,2009-02-18,1168.13,1193.89,2.6498410561413666,1.8216876544239868,14524.783176804885,VIX,climax-top,2009-01-30,2009-02-17,True,,,,,
15%,component_trade,breadth,2009-03-09,2011-09-19,1058.85,2277.64,215.35757566095208,-2.14532944479765,45805.00409638171,VIX,bearish-divergence,2009-03-06,2011-09-16,True,,,,,
15%,component_trade,breadth,2011-10-06,2014-08-08,2181.58,3864.09,142.88748405376657,-2.585434656459684,111254.62202042624,VIX,bearish-divergence,2011-10-05,2014-08-07,True,,,,,
15%,component_trade,breadth,2015-08-25,2018-03-23,4187.28,6683.19,98.08301072070694,-9.09703793598251,220376.50486400287,VIX,bearish-divergence,2015-08-24,2018-03-22,True,,,,,
15%,component_trade,breadth,2018-10-15,2020-02-26,7129.31,8883.01,24.47289864865281,-17.335242042463317,274309.02354481374,MA200-recross,bearish-divergence,2018-10-12,2020-02-25,False,,,,,
15%,component_trade,breadth,2020-03-16,2021-12-01,7502.26,16347.96,249.72404567602044,-8.034309314269217,959324.6147953101,VIX,bearish-divergence,2020-03-13,2021-11-30,True,,,,,
15%,component_trade,breadth,2022-06-14,2022-11-14,11385.18,11728.11,0.9327421870980679,-10.765784747483242,968272.6401887219,VIX,climax-top,2022-06-13,2022-11-11,True,,,,,
15%,component_trade,breadth,2023-01-27,2023-05-02,12000.21,13225.48,10.100032339666454,-1.5146949388943565,1066068.4899839251,MA200-recross,bearish-divergence,2023-01-26,2023-05-01,False,,,,,
15%,component_trade,breadth,2023-10-30,2024-12-19,14283.98,21358.79,74.68644970963163,0.42423544387857337,1862277.1966259987,MA200,bearish-divergence,2023-10-27,2024-12-18,True,,,,,
15%,component_trade,ma200,2003-01-10,2003-01-21,1059.86,1022.94,-3.6454205878775015,-4.117140544390718,2890.637382363675,NDX-above-MA200,NDX-below-MA200,2003-01-09,2003-01-17,,,,,,
15%,component_trade,ma200,2003-03-14,2004-03-24,1034.43,1374.74,32.68495532303346,-1.656970359387211,3835.440919340146,NDX-above-MA200,NDX-below-MA200,2003-03-13,2004-03-23,,,,,,
15%,component_trade,ma200,2004-03-26,2004-05-03,1420.41,1409.06,-0.9501274726991804,-1.4654688274795435,3798.9993414663495,NDX-above-MA200,NDX-below-MA200,2004-03-25,2004-04-30,,,,,,
15%,component_trade,ma200,2004-05-05,2004-05-10,1424.71,1395.21,-2.2205519260654727,-1.424519008447811,3714.640588418204,NDX-above-MA200,NDX-below-MA200,2004-05-04,2004-05-07,,,,,,
15%,component_trade,ma200,2004-05-12,2004-05-18,1412.5,1395.23,-1.374868135177576,-1.0212828639759919,3663.5691786316693,NDX-above-MA200,NDX-below-MA200,2004-05-11,2004-05-14,,,,,,
15%,component_trade,ma200,2004-05-26,2004-07-09,1443.13,1442.43,-0.20295828509936387,-0.9576865930767897,3656.1336614532897,NDX-above-MA200,NDX-below-MA200,2004-05-25,2004-07-08,,,,,,
15%,component_trade,ma200,2004-10-04,2004-10-11,1463.22,1435.54,-2.0439358826211063,-2.329194503614729,3581.404633630257,NDX-above-MA200,NDX-below-MA200,2004-10-01,2004-10-08,,,,,,
15%,component_trade,ma200,2004-10-19,2004-10-25,1463.01,1435.68,-2.0214444351468797,-1.8180817691899498,3509.008528963646,NDX-above-MA200,NDX-below-MA200,2004-10-18,2004-10-22,,,,,,
15%,component_trade,ma200,2004-10-27,2005-03-23,1441.79,1463.43,1.342066897287686,1.4855517791499961,3556.1017708538684,NDX-above-MA200,NDX-below-MA200,2004-10-26,2005-03-22,,,,,,
15%,component_trade,ma200,2005-03-31,2005-04-04,1489.44,1469.42,-1.4985715574630465,-1.475144612689272,3502.8110411614125,NDX-above-MA200,NDX-below-MA200,2005-03-30,2005-04-01,,,,,,
15%,component_trade,ma200,2005-04-06,2005-04-12,1487.15,1477.01,-0.8379836344460267,-0.7060143929024876,3473.4580578909113,NDX-above-MA200,NDX-below-MA200,2005-04-05,2005-04-11,,,,,,
15%,component_trade,ma200,2005-05-18,2005-06-27,1493.03,1497.29,0.1274578123471093,0.3495645284347315,3477.8852515442936,NDX-above-MA200,NDX-below-MA200,2005-05-17,2005-06-24,,,,,,
15%,component_trade,ma200,2005-07-11,2005-10-13,1536.45,1519.36,-1.2683005834433936,-1.1205950062214698,3433.7752126074656,NDX-above-MA200,NDX-below-MA200,2005-07-08,2005-10-12,,,,,,
15%,component_trade,ma200,2005-10-17,2006-05-15,1544.58,1629.25,5.316509401473257,-0.5266960668809273,3616.3321946112,NDX-above-MA200,NDX-below-MA200,2005-10-14,2006-05-12,,,,,,
15%,component_trade,ma200,2006-09-18,2006-09-20,1631.48,1636.02,0.12269289182063048,-0.7648316501629004,3620.7691771586087,NDX-above-MA200,NDX-below-MA200,2006-09-15,2006-09-19,,,,,,
15%,component_trade,ma200,2006-09-22,2008-01-07,1633.15,1971.28,20.522595103827367,-0.7867730871468859,4363.844975031052,NDX-above-MA200,NDX-below-MA200,2006-09-21,2008-01-04,,,,,,
15%,component_trade,ma200,2008-05-02,2008-05-08,1996.31,1960.71,-1.9268577918750807,-2.3687291483050044,4279.759888104317,NDX-above-MA200,NDX-below-MA200,2008-05-01,2008-05-07,,,,,,
15%,component_trade,ma200,2008-05-12,2008-05-22,1969.5,1962.56,-0.4985975131947873,-0.7673311504335034,4258.421111731521,NDX-above-MA200,NDX-below-MA200,2008-05-09,2008-05-21,,,,,,
15%,component_trade,ma200,2008-05-27,2008-06-12,1965.0,1941.68,-1.3321961812112315,-2.1905753076124745,4201.69058830114,NDX-above-MA200,NDX-below-MA200,2008-05-23,2008-06-11,,,,,,
15%,component_trade,ma200,2008-06-16,2008-06-19,1954.04,1947.64,-0.47464744885405974,-0.2739975390981031,4181.747371115028,NDX-above-MA200,NDX-below-MA200,2008-06-13,2008-06-18,,,,,,
15%,component_trade,ma200,2008-08-11,2008-08-20,1921.76,1921.75,-0.14827273223189108,-0.803622780203217,4175.54698003284,NDX-above-MA200,NDX-below-MA200,2008-08-08,2008-08-19,,,,,,
15%,component_trade,ma200,2008-08-25,2008-08-27,1918.45,1887.08,-1.7809726607201148,-1.796589943498439,4101.181629882931,NDX-above-MA200,NDX-below-MA200,2008-08-22,2008-08-26,,,,,,
15%,component_trade,ma200,2008-08-29,2008-09-03,1895.78,1847.54,-2.6901279816624935,-2.5287685352585187,3990.854595278648,NDX-above-MA200,NDX-below-MA200,2008-08-28,2008-09-02,,,,,,
15%,component_trade,ma200,2009-05-01,2009-05-14,1396.22,1348.33,-3.5757279176648726,-4.15869633352397,3848.152493361858,NDX-above-MA200,NDX-below-MA200,2009-04-30,2009-05-13,,,,,,
