ticker,yfinance_ticker,first_membership_date,last_membership_date,membership_snapshots,first_report_date,last_report_date,reports_held,status,rows,first_price_date,last_price_date,output_file,error
LM,LM,2006-04-24,2016-11-29,1204,2006-09-30,2016-09-30,18,unavailable,0,,,,No price data returned by Yahoo Finance
LO,LO,2008-06-11,2015-06-11,754,2008-09-30,2015-03-31,13,unavailable,0,,,,No price data returned by Yahoo Finance
LOR,LOR,1996-01-02,1996-04-22,35,1995-12-31,1995-12-31,1,unavailable,0,,,,No price data returned by Yahoo Finance
LSI,LSI,1996-01-02,2014-05-06,2047,1995-12-31,2014-03-31,24,unavailable,0,,,,No price data returned by Yahoo Finance
LUB,LUB,1996-01-02,1996-12-27,106,1995-12-31,1996-12-31,2,unavailable,0,,,,No price data returned by Yahoo Finance
LVLT,LVLT,2014-11-05,2017-10-10,358,2015-03-31,2017-09-30,6,unavailable,0,,,,No price data returned by Yahoo Finance
LXK,LXK,1999-08-13,2012-09-25,1442,1999-09-30,2012-09-30,17,unavailable,0,,,,No price data returned by Yahoo Finance
MDP,MDP,1996-01-02,2010-12-31,1697,1995-12-31,2010-09-30,17,unavailable,0,,,,No price data returned by Yahoo Finance
MDR,MDR,1996-01-02,2003-08-18,881,1995-12-31,2002-09-30,8,unavailable,0,,,,No price data returned by Yahoo Finance
MEA,MEA,1996-01-02,2002-01-28,728,1995-12-31,2001-09-30,7,unavailable,0,,,,No price data returned by Yahoo Finance
MEL,MEL,1996-01-02,2007-06-26,1289,1995-12-31,2006-09-30,12,unavailable,0,,,,No price data returned by Yahoo Finance
MERQ,MERQ,2000-06-29,2006-01-03,560,2000-09-30,2005-09-30,6,unavailable,0,,,,No price data returned by Yahoo Finance
MFE,MFE,2008-12-23,2011-02-28,230,2009-09-30,2010-09-30,3,unavailable,0,,,,No price data returned by Yahoo Finance
MIL,MIL,1996-01-02,2010-07-12,1654,1995-12-31,2010-03-31,16,unavailable,0,,,,No price data returned by Yahoo Finance
MJN,MJN,2009-12-21,2017-06-07,821,2010-03-31,2017-03-31,15,unavailable,0,,,,No price data returned by Yahoo Finance
MKG,MKG,1996-01-02,2000-10-17,586,1995-12-31,2000-09-30,6,unavailable,0,,,,No price data returned by Yahoo Finance
MMC,MMC,1996-01-02,2025-12-22,2706,1995-12-31,2025-09-30,47,unavailable,0,,,,No price data returned by Yahoo Finance
MNK,MNK,2014-08-19,2017-07-25,346,2014-09-30,2017-03-31,6,unavailable,0,,,,No price data returned by Yahoo Finance
MON,MON,2002-08-14,2018-06-06,1733,2002-09-30,2018-03-31,25,unavailable,0,,,,No price data returned by Yahoo Finance
MRO,MRO,1996-01-02,2024-10-01,2688,1995-12-31,2024-09-30,45,unavailable,0,,,,No price data returned by Yahoo Finance
MTL,MTL,1998-02-23,1999-09-17,202,1998-09-30,1998-09-30,1,unavailable,0,,,,No price data returned by Yahoo Finance
MTLQQ,MTLQQ,1996-01-02,2009-05-29,1531,1995-12-31,2008-09-30,14,unavailable,0,,,,No price data returned by Yahoo Finance
MWV,MWV,1996-01-02,2015-07-01,2163,1995-12-31,2015-03-31,26,unavailable,0,,,,No price data returned by Yahoo Finance
MWW,MWW,2001-06-04,2011-12-14,1141,2001-09-30,2011-09-30,13,unavailable,0,,,,No price data returned by Yahoo Finance
MXIM,MXIM,2000-05-10,2021-08-03,843,2000-09-30,2021-03-31,12,unavailable,0,,,,No price data returned by Yahoo Finance
MYG,MYG,1996-01-02,2006-03-30,1143,1995-12-31,2005-09-30,11,unavailable,0,,,,No price data returned by Yahoo Finance
MYL,MYL,2004-04-23,2020-10-12,1685,2004-09-30,2020-09-30,28,unavailable,0,,,,No price data returned by Yahoo Finance
MZIAQ,MZIAQ,1996-01-02,2000-06-27,555,1995-12-31,1999-09-30,5,unavailable,0,,,,No price data returned by Yahoo Finance
NAE,NAE,1996-01-02,1997-08-06,177,1995-12-31,1996-12-31,2,unavailable,0,,,,No price data returned by Yahoo Finance
NAV,NAV,1996-01-02,2006-12-11,1223,1995-12-31,2006-09-30,12,unavailable,0,,,,No price data returned by Yahoo Finance
NBL,NBL,2007-10-08,2020-10-07,1301,2008-09-30,2020-09-30,24,unavailable,0,,,,No price data returned by Yahoo Finance
NCR,NCR,2000-01-04,2007-09-28,828,2000-09-30,2007-09-30,8,unavailable,0,,,,No price data returned by Yahoo Finance
NFB,NFB,2002-07-17,2006-11-22,440,2002-09-30,2006-09-30,5,unavailable,0,,,,No price data returned by Yahoo Finance
NLC,NLC,1996-01-02,1999-07-30,431,1995-12-31,1998-09-30,4,unavailable,0,,,,No price data returned by Yahoo Finance
NLOK,NLOK,2019-11-05,2022-11-01,49,2020-03-31,2022-09-30,6,unavailable,0,,,,No price data returned by Yahoo Finance
NLSN,NLSN,2013-07-09,2022-10-03,696,2013-09-30,2022-09-30,19,unavailable,0,,,,No price data returned by Yahoo Finance
NOVL,NOVL,1996-01-02,2011-04-25,1728,1995-12-31,2011-03-31,18,unavailable,0,,,,No price data returned by Yahoo Finance
NRTLQ,NRTLQ,1996-01-02,2002-07-18,779,1995-12-31,2001-09-30,7,unavailable,0,,,,No price data returned by Yahoo Finance
NVLS,NVLS,2000-06-19,2012-06-04,1298,2000-09-30,2012-03-31,15,unavailable,0,,,,No price data returned by Yahoo Finance
NXTL,NXTL,1998-04-01,2005-08-12,811,1998-09-30,2004-09-30,7,unavailable,0,,,,No price data returned by Yahoo Finance
NYN,NYN,1996-01-02,1997-08-14,182,1995-12-31,1996-12-31,2,unavailable,0,,,,No price data returned by Yahoo Finance
NYX,NYX,2007-10-25,2013-11-07,663,2008-09-30,2013-09-30,10,unavailable,0,,,,No price data returned by Yahoo Finance
OAT,OAT,1996-01-02,2001-07-31,671,1995-12-31,2000-09-30,6,unavailable,0,,,,No price data returned by Yahoo Finance
ODP,ODP,1999-06-24,2010-12-17,1275,1999-09-30,2010-09-30,13,unavailable,0,,,,No price data returned by Yahoo Finance
OMX,OMX,1996-01-02,2008-06-18,1406,1995-12-31,2007-09-30,13,unavailable,0,,,,No price data returned by Yahoo Finance
ONE,ONE,1996-01-02,2004-06-28,962,1995-12-31,2003-09-30,9,unavailable,0,,,,No price data returned by Yahoo Finance
OWENQ,OWENQ,1996-01-02,2000-09-27,581,1995-12-31,2000-09-30,6,unavailable,0,,,,No price data returned by Yahoo Finance
PBCT,PBCT,2008-11-13,2022-03-02,1184,2009-09-30,2022-03-31,26,unavailable,0,,,,No price data returned by Yahoo Finance
PCH,PCH,1996-01-02,2001-07-03,663,1995-12-31,2000-09-30,6,unavailable,0,,,,No price data returned by Yahoo Finance
PCP,PCP,2007-06-01,2016-01-26,960,2007-09-30,2015-09-30,15,unavailable,0,,,,No price data returned by Yahoo Finance
PDCO,PDCO,2005-10-11,2018-03-16,1406,2006-09-30,2017-09-30,20,unavailable,0,,,,No price data returned by Yahoo Finance
PEAK,PEAK,2019-11-05,2024-02-01,67,2020-03-31,2023-09-30,8,unavailable,0,,,,No price data returned by Yahoo Finance
PEL,PEL,1996-01-02,1997-06-18,157,1995-12-31,1996-12-31,2,unavailable,0,,,,No price data returned by Yahoo Finance
PET,PET,1996-01-02,1998-06-26,286,1995-12-31,1997-09-30,3,unavailable,0,,,,No price data returned by Yahoo Finance
PETM,PETM,2012-10-05,2015-03-11,245,2013-03-31,2014-09-30,4,unavailable,0,,,,No price data returned by Yahoo Finance
PGL,PGL,1996-01-02,2007-02-16,1247,1995-12-31,2006-09-30,12,unavailable,0,,,,No price data returned by Yahoo Finance
PGN,PGN,1996-01-02,2012-06-29,1855,1995-12-31,2012-03-31,20,unavailable,0,,,,No price data returned by Yahoo Finance
PHA,PHA,1996-01-02,2003-04-07,852,1995-12-31,2002-09-30,8,unavailable,0,,,,No price data returned by Yahoo Finance
PKI,PKI,1996-01-02,2023-05-04,2666,1995-12-31,2023-03-31,42,unavailable,0,,,,No price data returned by Yahoo Finance
PLL,PLL,1996-01-02,2015-08-25,2185,1995-12-31,2015-03-31,26,unavailable,0,,,,No price data returned by Yahoo Finance
PMCS,PMCS,2001-08-03,2007-06-26,618,2001-09-30,2006-09-30,6,unavailable,0,,,,No price data returned by Yahoo Finance
PNU,PNU,1996-01-02,2000-03-29,518,1995-12-31,1999-09-30,5,unavailable,0,,,,No price data returned by Yahoo Finance
PRD,PRD,1996-01-02,2000-12-11,606,1995-12-31,2000-09-30,6,unavailable,0,,,,No price data returned by Yahoo Finance
PSFT,PSFT,1998-10-02,2004-12-27,686,1999-09-30,2004-09-30,6,unavailable,0,,,,No price data returned by Yahoo Finance
PVT,PVT,1998-08-31,1999-06-30,111,1998-09-30,1998-09-30,1,unavailable,0,,,,No price data returned by Yahoo Finance
PWJ,PWJ,1999-06-04,2000-11-03,184,1999-09-30,2000-09-30,2,unavailable,0,,,,No price data returned by Yahoo Finance
PX,PX,1996-01-02,2018-10-25,2571,1995-12-31,2018-09-30,33,unavailable,0,,,,No price data returned by Yahoo Finance
PXD,PXD,2008-09-24,2024-04-02,1241,2008-09-30,2024-03-31,31,unavailable,0,,,,No price data returned by Yahoo Finance
PZE,PZE,1996-01-02,1998-12-24,358,1995-12-31,1998-09-30,4,unavailable,0,,,,No price data returned by Yahoo Finance
QEP,QEP,2010-07-01,2015-06-30,514,2010-09-30,2015-03-31,10,unavailable,0,,,,No price data returned by Yahoo Finance
QLGC,QLGC,2000-12-12,2011-01-12,1094,2001-09-30,2010-09-30,11,unavailable,0,,,,No price data returned by Yahoo Finance
QTRN,QTRN,1999-11-16,2003-09-16,415,2000-09-30,2002-09-30,3,unavailable,0,,,,No price data returned by Yahoo Finance
RAD,RAD,1996-01-02,2000-07-19,564,1995-12-31,1999-09-30,5,unavailable,0,,,,No price data returned by Yahoo Finance
RAI,RAI,2002-09-04,2017-07-20,1629,2002-09-30,2017-03-31,23,unavailable,0,,,,No price data returned by Yahoo Finance
RATL,RATL,2002-02-01,2003-02-18,102,2002-09-30,2002-09-30,1,unavailable,0,,,,No price data returned by Yahoo Finance
RBD,RBD,1996-01-02,1999-03-24,383,1995-12-31,1998-09-30,4,unavailable,0,,,,No price data returned by Yahoo Finance
RBK,RBK,1996-01-02,2006-01-30,1125,1995-12-31,2005-09-30,11,unavailable,0,,,,No price data returned by Yahoo Finance
RDC,RDC,1996-01-02,2014-08-13,2080,1995-12-31,2014-03-31,24,unavailable,0,,,,No price data returned by Yahoo Finance
RDS.A,RDS-A,1996-01-02,2002-07-18,779,1995-12-31,2001-09-30,7,unavailable,0,,,,No price data returned by Yahoo Finance
RE,RE,2017-06-19,2023-06-20,254,2017-09-30,2023-03-31,12,unavailable,0,,,,No price data returned by Yahoo Finance
RHT,RHT,2009-07-27,2019-07-01,1054,2009-09-30,2019-03-31,20,unavailable,0,,,,No price data returned by Yahoo Finance
RLM,RLM,1996-01-02,2000-04-27,529,1995-12-31,1999-09-30,5,unavailable,0,,,,No price data returned by Yahoo Finance
RML,RML,1996-01-02,2000-12-11,606,1995-12-31,2000-09-30,6,unavailable,0,,,,No price data returned by Yahoo Finance
RNB,RNB,1996-01-02,1999-12-31,492,1995-12-31,1999-09-30,5,unavailable,0,,,,No price data returned by Yahoo Finance
ROH,ROH,1996-01-02,2009-04-01,1517,1995-12-31,2008-09-30,14,unavailable,0,,,,No price data returned by Yahoo Finance
RRD,RRD,1996-01-02,2012-12-07,1900,1995-12-31,2012-09-30,21,unavailable,0,,,,No price data returned by Yahoo Finance
RSHCQ,RSHCQ,1996-01-02,2011-06-30,1747,1995-12-31,2011-03-31,18,unavailable,0,,,,No price data returned by Yahoo Finance
RTN,RTN,1996-01-02,2020-04-03,2619,1995-12-31,2020-03-31,36,unavailable,0,,,,No price data returned by Yahoo Finance
RYI,RYI,1996-01-02,1998-06-30,288,1995-12-31,1997-09-30,3,unavailable,0,,,,No price data returned by Yahoo Finance
SAI,SAI,1997-07-17,1998-12-31,194,1997-09-30,1998-09-30,2,unavailable,0,,,,No price data returned by Yahoo Finance
SAPE,SAPE,2000-05-05,2002-05-10,228,2000-09-30,2001-09-30,2,unavailable,0,,,,No price data returned by Yahoo Finance
SBL,SBL,2000-12-11,2007-01-05,626,2001-09-30,2006-09-30,6,unavailable,0,,,,No price data returned by Yahoo Finance
SCG,SCG,2009-01-02,2018-12-24,1104,2009-09-30,2018-09-30,19,unavailable,0,,,,No price data returned by Yahoo Finance
SEBL,SEBL,2000-05-05,2006-01-30,595,2000-09-30,2005-09-30,6,unavailable,0,,,,No price data returned by Yahoo Finance
SEE,SEE,1998-04-01,2023-10-18,2417,1998-09-30,2023-09-30,40,unavailable,0,,,,No price data returned by Yahoo Finance
SFA,SFA,1996-01-02,2006-02-17,1131,1995-12-31,2005-09-30,11,unavailable,0,,,,No price data returned by Yahoo Finance
SFS,SFS,1996-01-02,1997-07-25,171,1995-12-31,1996-12-31,2,unavailable,0,,,,No price data returned by Yahoo Finance
SGID,SGID,1996-01-02,2000-06-20,551,1995-12-31,1999-09-30,5,unavailable,0,,,,No price data returned by Yahoo Finance
SHN,SHN,1996-01-02,1996-12-27,106,1995-12-31,1996-12-31,2,unavailable,0,,,,No price data returned by Yahoo Finance
SIAL,SIAL,1996-01-02,2015-11-17,2211,1995-12-31,2015-09-30,27,unavailable,0,,,,No price data returned by Yahoo Finance
SIVB,SIVB,2018-03-19,2023-01-04,167,2018-03-31,2022-09-30,10,unavailable,0,,,,No price data returned by Yahoo Finance
SLR,SLR,1998-12-31,2007-10-01,964,1999-09-30,2007-09-30,9,unavailable,0,,,,No price data returned by Yahoo Finance
SMS,SMS,1996-01-02,2000-06-07,544,1995-12-31,1999-09-30,5,unavailable,0,,,,No price data returned by Yahoo Finance
SNI,SNI,2008-07-01,2018-02-28,1081,2008-09-30,2017-09-30,18,unavailable,0,,,,No price data returned by Yahoo Finance
SNV,SNV,1997-12-01,2007-12-31,1145,1998-09-30,2007-09-30,10,unavailable,0,,,,No price data returned by Yahoo Finance
SOTR,SOTR,1999-03-01,2004-10-28,620,1999-09-30,2004-09-30,6,unavailable,0,,,,No price data returned by Yahoo Finance
SOV,SOV,2004-07-01,2009-01-28,532,2004-09-30,2008-09-30,5,unavailable,0,,,,No price data returned by Yahoo Finance
SRCL,SRCL,2008-11-19,2018-11-29,1113,2009-09-30,2018-09-30,19,unavailable,0,,,,No price data returned by Yahoo Finance
STJ,STJ,1996-01-02,2017-01-03,2362,1995-12-31,2016-09-30,29,unavailable,0,,,,No price data returned by Yahoo Finance
STO,STO,1996-01-02,1998-11-17,345,1995-12-31,1998-09-30,4,unavailable,0,,,,No price data returned by Yahoo Finance
STR,STR,2006-12-01,2010-06-29,431,2007-09-30,2010-03-31,4,unavailable,0,,,,No price data returned by Yahoo Finance
SUNEQ,SUNEQ,2007-05-31,2011-12-14,514,2007-09-30,2011-09-30,7,unavailable,0,,,,No price data returned by Yahoo Finance
SVU,SVU,1996-01-02,2012-04-30,1832,1995-12-31,2012-03-31,20,unavailable,0,,,,No price data returned by Yahoo Finance
SWN,SWN,2008-06-06,2017-03-30,994,2008-09-30,2017-03-31,17,unavailable,0,,,,No price data returned by Yahoo Finance
SWY,SWY,1998-11-13,2015-01-15,1776,1999-09-30,2014-09-30,21,unavailable,0,,,,No price data returned by Yahoo Finance
SXCL,SXCL,1999-10-01,2001-05-10,197,2000-09-30,2000-09-30,1,unavailable,0,,,,No price data returned by Yahoo Finance
SYMC,SYMC,2003-03-31,2019-10-18,1763,2003-09-30,2019-09-30,27,unavailable,0,,,,No price data returned by Yahoo Finance
TA,TA,1996-01-02,1999-07-20,428,1995-12-31,1998-09-30,4,unavailable,0,,,,No price data returned by Yahoo Finance
TCOMA,TCOMA,1996-01-02,1999-03-08,379,1995-12-31,1998-09-30,4,unavailable,0,,,,No price data returned by Yahoo Finance
TGNA,TGNA,1996-01-02,2017-05-23,2409,1995-12-31,2017-03-31,30,unavailable,0,,,,No price data returned by Yahoo Finance
TIF,TIF,2000-06-21,2020-12-21,2078,2000-09-30,2020-09-30,32,unavailable,0,,,,No price data returned by Yahoo Finance
TIN,TIN,1996-01-02,2007-12-27,1358,1995-12-31,2007-09-30,13,unavailable,0,,,,No price data returned by Yahoo Finance
TMC.A,TMC-A,1996-01-02,2000-06-09,546,1995-12-31,1999-09-30,5,unavailable,0,,,,No price data returned by Yahoo Finance
TMK,TMK,1996-01-02,2019-07-15,2604,1995-12-31,2019-03-31,34,unavailable,0,,,,No price data returned by Yahoo Finance
TOY,TOY,1996-01-02,2005-07-21,1061,1995-12-31,2004-09-30,10,unavailable,0,,,,No price data returned by Yahoo Finance
TRB,TRB,1996-01-02,2007-12-17,1355,1995-12-31,2007-09-30,13,unavailable,0,,,,No price data returned by Yahoo Finance
TRW,TRW,1996-01-02,2002-12-09,818,1995-12-31,2002-09-30,8,unavailable,0,,,,No price data returned by Yahoo Finance
TSG,TSG,2000-03-16,2007-03-30,752,2000-09-30,2006-09-30,7,unavailable,0,,,,No price data returned by Yahoo Finance
TSS,TSS,2008-01-02,2019-08-09,1247,2008-09-30,2019-03-31,21,unavailable,0,,,,No price data returned by Yahoo Finance
TUP,TUP,1996-05-31,2004-03-17,888,1996-12-31,2003-09-30,8,unavailable,0,,,,No price data returned by Yahoo Finance
TWC,TWC,2009-03-30,2016-05-17,776,2009-09-30,2016-03-31,14,unavailable,0,,,,No price data returned by Yahoo Finance
TWTR,TWTR,2018-06-07,2022-10-12,137,2018-09-30,2022-09-30,9,unavailable,0,,,,No price data returned by Yahoo Finance
TWX,TWX,1996-01-02,2018-06-14,2526,1995-12-31,2018-03-31,32,unavailable,0,,,,No price data returned by Yahoo Finance
TXU,TXU,1996-01-02,2007-10-09,1327,1995-12-31,2007-09-30,13,unavailable,0,,,,No price data returned by Yahoo Finance
UAWGQ,UAWGQ,1996-01-02,2002-05-14,760,1995-12-31,2001-09-30,7,unavailable,0,,,,No price data returned by Yahoo Finance
UMG,UMG,1996-01-02,2000-06-13,547,1995-12-31,1999-09-30,5,unavailable,0,,,,No price data returned by Yahoo Finance
UPR,UPR,1996-10-16,2000-07-14,479,1996-12-31,1999-09-30,4,unavailable,0,,,,No price data returned by Yahoo Finance
USH,USH,1996-01-02,1997-06-16,156,1995-12-31,1996-12-31,2,unavailable,0,,,,No price data returned by Yahoo Finance
USHC,USHC,1996-01-02,1996-07-18,55,1995-12-31,1995-12-31,1,unavailable,0,,,,No price data returned by Yahoo Finance
USS,USS,1996-01-02,1998-10-01,327,1995-12-31,1998-09-30,4,unavailable,0,,,,No price data returned by Yahoo Finance
USW,USW,1996-01-02,2000-06-29,556,1995-12-31,1999-09-30,5,unavailable,0,,,,No price data returned by Yahoo Finance
UTX,UTX,1996-01-02,2020-03-03,2618,1995-12-31,2020-03-31,36,unavailable,0,,,,No price data returned by Yahoo Finance
VAR,VAR,2007-02-12,2021-03-22,1391,2007-09-30,2021-03-31,26,unavailable,0,,,,No price data returned by Yahoo Finance
VAT,VAT,1996-01-02,1996-08-28,68,1995-12-31,1995-12-31,1,unavailable,0,,,,No price data returned by Yahoo Finance
VIAB,VIAB,2006-01-03,2019-11-21,1498,2006-09-30,2019-09-30,24,unavailable,0,,,,No price data returned by Yahoo Finance
VIAC,VIAC,2019-12-05,2022-02-15,34,2020-03-31,2021-09-30,4,unavailable,0,,,,No price data returned by Yahoo Finance
VSTNQ,VSTNQ,2000-06-29,2005-12-29,559,2000-09-30,2005-09-30,6,unavailable,0,,,,No price data returned by Yahoo Finance
VTSS,VTSS,2000-12-12,2002-08-19,186,2001-09-30,2001-09-30,1,unavailable,0,,,,No price data returned by Yahoo Finance
WAMUQ,WAMUQ,1997-07-02,2008-09-26,1284,1997-09-30,2007-09-30,11,unavailable,0,,,,No price data returned by Yahoo Finance
WBA,WBA,1996-01-02,2025-08-08,2696,1995-12-31,2025-03-31,46,unavailable,0,,,,No price data returned by Yahoo Finance
WCG,WCG,2018-09-17,2019-12-23,59,2018-09-30,2019-09-30,3,unavailable,0,,,,No price data returned by Yahoo Finance
WCOEQ,WCOEQ,1996-04-01,2002-05-14,732,1996-12-31,2001-09-30,6,unavailable,0,,,,No price data returned by Yahoo Finance
WFM,WFM,2006-01-03,2017-08-17,1324,2006-09-30,2017-03-31,19,unavailable,0,,,,No price data returned by Yahoo Finance
WFT,WFT,2005-07-22,2009-02-25,441,2005-09-30,2008-09-30,4,unavailable,0,,,,No price data returned by Yahoo Finance
WIN,WIN,2006-07-18,2015-03-31,964,2006-09-30,2015-03-31,15,unavailable,0,,,,No price data returned by Yahoo Finance
WLA,WLA,1996-01-02,2000-06-19,550,1995-12-31,1999-09-30,5,unavailable,0,,,,No price data returned by Yahoo Finance
WLL,WLL,1996-01-02,2002-02-07,735,1995-12-31,2001-09-30,7,unavailable,0,,,,No price data returned by Yahoo Finance
WLP,WLP,1999-06-09,2004-11-26,590,1999-09-30,2004-09-30,6,unavailable,0,,,,No price data returned by Yahoo Finance
WLTW,WLTW,2016-01-05,2021-12-20,411,2016-03-31,2021-09-30,12,unavailable,0,,,,No price data returned by Yahoo Finance
WNDXQ,WNDXQ,1996-01-02,2004-12-02,1003,1995-12-31,2004-09-30,10,unavailable,0,,,,No price data returned by Yahoo Finance
WPX,WPX,2012-01-03,2014-03-12,228,2012-03-31,2013-09-30,4,unavailable,0,,,,No price data returned by Yahoo Finance
WRK,WRK,2015-07-02,2024-06-24,521,2015-09-30,2024-03-31,18,unavailable,0,,,,No price data returned by Yahoo Finance
WWY,WWY,1996-01-02,2008-10-06,1449,1995-12-31,2008-09-30,14,unavailable,0,,,,No price data returned by Yahoo Finance
WYE,WYE,1996-01-02,2009-10-15,1574,1995-12-31,2009-09-30,15,unavailable,0,,,,No price data returned by Yahoo Finance
WYND,WYND,2006-08-01,2018-05-24,1335,2006-09-30,2018-03-31,21,unavailable,0,,,,No price data returned by Yahoo Finance
X,X,1996-01-02,2014-07-01,2064,1995-12-31,2014-03-31,24,unavailable,0,,,,No price data returned by Yahoo Finance
XEC,XEC,2014-06-20,2020-01-28,557,2014-09-30,2019-09-30,11,unavailable,0,,,,No price data returned by Yahoo Finance
XL,XL,2001-09-04,2018-09-11,1874,2001-09-30,2018-03-31,26,unavailable,0,,,,No price data returned by Yahoo Finance
XLNX,XLNX,1999-11-08,2022-02-02,2175,2000-09-30,2021-09-30,34,unavailable,0,,,,No price data returned by Yahoo Finance
XTO,XTO,2004-12-29,2010-06-21,633,2005-09-30,2010-03-31,6,unavailable,0,,,,No price data returned by Yahoo Finance
YNR,YNR,2000-01-06,2000-10-02,87,2000-09-30,2000-09-30,1,unavailable,0,,,,No price data returned by Yahoo Finance
YRCW,YRCW,1996-01-02,1996-10-28,88,1995-12-31,1995-12-31,1,unavailable,0,,,,No price data returned by Yahoo Finance
